category,vtype,priority,rank,buggy_length,final_label,Kind,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOu1ut,Coun1ath,Coun1athLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,location_count,method_count,file_count,life_time,project,origin commit,buggy commit,buggy path,fixer,fixer path,method,resolution,mark-all,mark-human,Name,File,buggy start,buggy end,field
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,1,1,1,1,2,2,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,getConstan1ool()[Lorg/apache/commons/bcel6/classfile/Constant;,unfixed,0,,org.apache.commons.bcel6.classfile.AnnotationEntry.getConstan1ool(),main\java\org\apache\commons\bcel6\classfile\AnnotationEntry.java,273,273,constant_pool
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,72,0,64,7,59,9,27,13,1,36,38,7,31,15,2,15,1,78,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.14,15,2,15,1,2,24,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,constantToString(Lorg/apache/commons/bcel6/classfile/Constant;)Ljava/lang/String;,unfixed,0,,org.apache.commons.bcel6.classfile.Constan1ool.constantToString(Constant),main\java\org\apache\commons\bcel6\classfile\Constan1ool.java,112,112,NO_FIELD
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,8,0,4,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,1,1,1,1,2,2,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,setConstan1ool([Lorg/apache/commons/bcel6/classfile/Constant;)V,unfixed,0,,org.apache.commons.bcel6.classfile.Attribute.setConstan1ool(Constan1ool),main\java\org\apache\commons\bcel6\classfile\Attribute.java,337,337,constant_pool
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,72,0,64,7,59,9,27,13,1,36,38,7,31,15,2,15,1,78,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.14,15,2,15,1,2,24,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,constantToString(Lorg/apache/commons/bcel6/classfile/Constant;)Ljava/lang/String;,unfixed,0,,org.apache.commons.bcel6.classfile.Constan1ool.constantToString(Constant),main\java\org\apache\commons\bcel6\classfile\Constan1ool.java,147,147,NO_FIELD
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,1,0,Public Class,3,2,3,1,18,0,11,6,3,25,17,0,-1,1,0,-1,-1,-1,15,1,16,28,0,1,0,15,-1,347,34,195,37,137,119,-1,-1,-1,103,135,40,95,-1,-1,-1,-1,-1,15,4,15,1,-1,1,3,-1,37,12,0.61,50,32,52,16,2,2,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,<init>([Lorg/apache/commons/bcel6/classfile/Constant;)V,unfixed,0,,org.apache.commons.bcel6.classfile.Constan1ool,main\java\org\apache\commons\bcel6\classfile\Constan1ool.java,47,47,constant_pool
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,72,0,64,7,59,9,27,13,1,36,38,7,31,15,2,15,1,78,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.14,15,2,15,1,6,24,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,constantToString(Lorg/apache/commons/bcel6/classfile/Constant;)Ljava/lang/String;,unfixed,0,,org.apache.commons.bcel6.classfile.Constan1ool.constantToString(Constant),main\java\org\apache\commons\bcel6\classfile\Constan1ool.java,129,129,NO_FIELD
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,72,0,64,7,59,9,27,13,1,36,38,7,31,15,2,15,1,78,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.14,15,2,15,1,6,24,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,constantToString(Lorg/apache/commons/bcel6/classfile/Constant;)Ljava/lang/String;,unfixed,0,,org.apache.commons.bcel6.classfile.Constan1ool.constantToString(Constant),main\java\org\apache\commons\bcel6\classfile\Constan1ool.java,120,120,NO_FIELD
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,72,0,64,7,59,9,27,13,1,36,38,7,31,15,2,15,1,78,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.14,15,2,15,1,6,24,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,constantToString(Lorg/apache/commons/bcel6/classfile/Constant;)Ljava/lang/String;,unfixed,0,,org.apache.commons.bcel6.classfile.Constan1ool.constantToString(Constant),main\java\org\apache\commons\bcel6\classfile\Constan1ool.java,123,123,NO_FIELD
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,72,0,64,7,59,9,27,13,1,36,38,7,31,15,2,15,1,78,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.14,15,2,15,1,2,24,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,constantToString(Lorg/apache/commons/bcel6/classfile/Constant;)Ljava/lang/String;,unfixed,0,,org.apache.commons.bcel6.classfile.Constan1ool.constantToString(Constant),main\java\org\apache\commons\bcel6\classfile\Constan1ool.java,157,157,NO_FIELD
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,72,0,64,7,59,9,27,13,1,36,38,7,31,15,2,15,1,78,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.14,15,2,15,1,2,24,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,constantToString(Lorg/apache/commons/bcel6/classfile/Constant;)Ljava/lang/String;,unfixed,0,,org.apache.commons.bcel6.classfile.Constan1ool.constantToString(Constant),main\java\org\apache\commons\bcel6\classfile\Constan1ool.java,153,153,NO_FIELD
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,72,0,64,7,59,9,27,13,1,36,38,7,31,15,2,15,1,78,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.14,15,2,15,1,4,24,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,constantToString(Lorg/apache/commons/bcel6/classfile/Constant;)Ljava/lang/String;,unfixed,0,,org.apache.commons.bcel6.classfile.Constan1ool.constantToString(Constant),main\java\org\apache\commons\bcel6\classfile\Constan1ool.java,117,117,NO_FIELD
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,72,0,64,7,59,9,27,13,1,36,38,7,31,15,2,15,1,78,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.14,15,2,15,1,4,24,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,constantToString(Lorg/apache/commons/bcel6/classfile/Constant;)Ljava/lang/String;,unfixed,0,,org.apache.commons.bcel6.classfile.Constan1ool.constantToString(Constant),main\java\org\apache\commons\bcel6\classfile\Constan1ool.java,132,132,NO_FIELD
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,72,0,64,7,59,9,27,13,1,36,38,7,31,15,2,15,1,78,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.14,15,2,15,1,2,24,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,constantToString(Lorg/apache/commons/bcel6/classfile/Constant;)Ljava/lang/String;,unfixed,0,,org.apache.commons.bcel6.classfile.Constan1ool.constantToString(Constant),main\java\org\apache\commons\bcel6\classfile\Constan1ool.java,140,140,NO_FIELD
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,72,0,64,7,59,9,27,13,1,36,38,7,31,15,2,15,1,78,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.14,15,2,15,1,6,24,30,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Constan1ool.java,,,constantToString(Lorg/apache/commons/bcel6/classfile/Constant;)Ljava/lang/String;,unfixed,0,,org.apache.commons.bcel6.classfile.Constan1ool.constantToString(Constant),main\java\org\apache\commons\bcel6\classfile\Constan1ool.java,126,126,NO_FIELD
DODGY_CODE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,3,20,1,0,Public Class,1,1,1,1,8,0,4,3,1,17,4,0,-1,5,6,-1,-1,-1,7,1,12,36,3,0,0,9,-1,173,28,94,31,50,53,-1,-1,-1,41,62,28,34,-1,-1,-1,-1,-1,3,3,3,3,-1,2,1,-1,70,56,0.56,15,15,15,14,2,2,4,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/ConstantUtf8.java,,,<init>(Ljava/io/DataInput;)V,unfixed,0,,org.apache.commons.bcel6.classfile.ConstantUtf8,main\java\org\apache\commons\bcel6\classfile\ConstantUtf8.java,143,143,created
DODGY_CODE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,2,17,1,0,Public Class,1,1,1,1,8,0,4,3,1,17,4,0,-1,5,6,-1,-1,-1,7,1,12,36,3,0,0,9,-1,173,28,94,31,50,53,-1,-1,-1,41,62,28,34,-1,-1,-1,-1,-1,3,3,3,3,-1,2,1,-1,70,56,0.56,15,15,15,14,2,2,4,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/ConstantUtf8.java,,,<init>(Ljava/lang/String;)V,unfixed,0,,org.apache.commons.bcel6.classfile.ConstantUtf8,main\java\org\apache\commons\bcel6\classfile\ConstantUtf8.java,156,156,created
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,1,1,1,1,2,2,6,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Deprecated.java,,,setBytes([B)V,unfixed,0,,org.apache.commons.bcel6.classfile.ConstantDouble.setBytes(double),main\java\org\apache\commons\bcel6\classfile\ConstantDouble.java,120,120,bytes
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,1,0,Public Class,1,1,1,1,9,0,4,4,1,10,3,0,-1,0,0,-1,-1,-1,9,1,9,39,1,0,0,8,-1,121,19,50,17,21,52,-1,-1,-1,19,32,12,20,-1,-1,-1,-1,-1,2,2,2,1,-1,2,1,-1,33,22,1.04,12,12,12,9,2,2,6,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Deprecated.java,,,<init>(II[BLorg/apache/commons/bcel6/classfile/Constan1ool;)V,unfixed,0,,org.apache.commons.bcel6.classfile.Deprecated,main\java\org\apache\commons\bcel6\classfile\Deprecated.java,56,56,bytes
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,0,3,1,1,2,2,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0.67,1,1,1,1,2,2,6,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/Deprecated.java,,,getBytes()[B,unfixed,0,,org.apache.commons.bcel6.classfile.ConstantClass.getBytes(Constan1ool),main\java\org\apache\commons\bcel6\classfile\ConstantClass.java,112,112,bytes
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,1,1,1,1,2,2,2,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/ExceptionTable.java,,,getExceptionIndexTable()[I,unfixed,0,,org.apache.commons.bcel6.classfile.ExceptionTable.getExceptionIndexTable(),main\java\org\apache\commons\bcel6\classfile\ExceptionTable.java,115,115,exception_index_table
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,1,1,1,1,2,2,7,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/FieldOrMethod.java,,,getAnnotationEntries()[Lorg/apache/commons/bcel6/classfile/AnnotationEntry;,unfixed,0,,org.apache.commons.bcel6.classfile.Annotations.getAnnotationEntries(),main\java\org\apache\commons\bcel6\classfile\Annotations.java,265,265,annotationEntries
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,0,4,1,2,4,3,1,0,2,3,1,2,2,2,2,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,2,2,2,1,2,2,7,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/FieldOrMethod.java,,,setAttributes([Lorg/apache/commons/bcel6/classfile/Attribute;)V,unfixed,0,,org.apache.commons.bcel6.classfile.Code.setAttributes(Attribute[]),main\java\org\apache\commons\bcel6\classfile\Code.java,160,160,attributes
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1.33,1,1,1,1,2,2,7,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/FieldOrMethod.java,,,getAttributes()[Lorg/apache/commons/bcel6/classfile/Attribute;,unfixed,0,,org.apache.commons.bcel6.classfile.Code.getAttributes(),main\java\org\apache\commons\bcel6\classfile\Code.java,152,152,attributes
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,1,1,1,1,2,2,2,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/InnerClasses.java,,,getInnerClasses()[Lorg/apache/commons/bcel6/classfile/InnerClass;,unfixed,0,,org.apache.commons.bcel6.classfile.InnerClasses.getInnerClasses(),main\java\org\apache\commons\bcel6\classfile\InnerClasses.java,115,115,inner_classes
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,1,1,1,1,2,2,24,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/JavaClass.java,,,setInterfaceNames([Ljava/lang/String;)V,unfixed,0,,org.apache.commons.bcel6.classfile.JavaClass.setInterfaceNames(String[]),main\java\org\apache\commons\bcel6\classfile\JavaClass.java,538,538,interface_names
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1.67,1,1,1,1,2,2,24,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/JavaClass.java,,,getFields()[Lorg/apache/commons/bcel6/classfile/Field;,unfixed,0,,org.apache.commons.bcel6.classfile.JavaClass.getFields(),main\java\org\apache\commons\bcel6\classfile\JavaClass.java,392,392,fields
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,1,1,1,1,2,2,24,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/JavaClass.java,,,setInterfaces([I)V,unfixed,0,,org.apache.commons.bcel6.classfile.JavaClass.setInterfaces(int[]),main\java\org\apache\commons\bcel6\classfile\JavaClass.java,546,546,interfaces
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1.33,1,1,1,1,2,2,24,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/JavaClass.java,,,getAttributes()[Lorg/apache/commons/bcel6/classfile/Attribute;,unfixed,0,,org.apache.commons.bcel6.classfile.Code.getAttributes(),main\java\org\apache\commons\bcel6\classfile\Code.java,339,339,attributes
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,0,4,1,2,4,3,1,0,2,3,1,2,2,2,2,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,2,2,2,1,2,2,24,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/JavaClass.java,,,setAttributes([Lorg/apache/commons/bcel6/classfile/Attribute;)V,unfixed,0,,org.apache.commons.bcel6.classfile.Code.setAttributes(Attribute[]),main\java\org\apache\commons\bcel6\classfile\Code.java,490,490,attributes
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,1,1,1,1,2,2,24,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/JavaClass.java,,,getAnnotationEntries()[Lorg/apache/commons/bcel6/classfile/AnnotationEntry;,unfixed,0,,org.apache.commons.bcel6.classfile.Annotations.getAnnotationEntries(),main\java\org\apache\commons\bcel6\classfile\Annotations.java,351,351,annotations
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,1,1,1,1,2,2,24,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/JavaClass.java,,,setMethods([Lorg/apache/commons/bcel6/classfile/Method;)V,unfixed,0,,org.apache.commons.bcel6.classfile.JavaClass.setMethods(Method[]),main\java\org\apache\commons\bcel6\classfile\JavaClass.java,562,562,methods
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,1,1,1,1,2,2,24,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/JavaClass.java,,,getInterfaceNames()[Ljava/lang/String;,unfixed,0,,org.apache.commons.bcel6.classfile.JavaClass.getInterfaceNames(),main\java\org\apache\commons\bcel6\classfile\JavaClass.java,408,408,interface_names
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,1,0,Public Method,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1,1,1,1,1,2,2,24,19,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,f53ac2222d10c1f749a616919f6bcc383f599cec,src/main/java/org/apache/commons/bcel6/classfile/JavaClass.java,,,getMethods()[Lorg/apache/commons/bcel6/classfile/Method;,unfixed,0,,org.apache.commons.bcel6.classfile.JavaClass.getMethods(),main\java\org\apache\commons\bcel6\classfile\JavaClass.java,432,432,methods
